State,Date,Death,Dates
Puerto Rico,10/13/20,3,2020-10-13
Rhode Island,10/13/20,7,2020-10-13
South Carolina,10/13/20,17,2020-10-13
South Dakota,10/13/20,0,2020-10-13
Tennessee,10/13/20,23,2020-10-13
Texas,10/13/20,89,2020-10-13
Utah,10/13/20,0,2020-10-13
Vermont,10/13/20,0,2020-10-13
Virgin Islands,10/13/20,0,2020-10-13
Virginia,10/13/20,11,2020-10-13
Washington,10/13/20,4,2020-10-13
West Virginia,10/13/20,2,2020-10-13
Wisconsin,10/13/20,26,2020-10-13
Wyoming,10/13/20,3,2020-10-13
Alabama,10/14/20,41,2020-10-14
Alaska,10/14/20,4,2020-10-14
American Samoa,10/14/20,0,2020-10-14
Arizona,10/14/20,5,2020-10-14
Arkansas,10/14/20,23,2020-10-14
California,10/14/20,102,2020-10-14
Colorado,10/14/20,7,2020-10-14
Connecticut,10/14/20,4,2020-10-14
Delaware,10/14/20,1,2020-10-14
Diamond Princess,10/14/20,0,2020-10-14
District of Columbia,10/14/20,1,2020-10-14
Florida,10/14/20,64,2020-10-14
Georgia,10/14/20,16,2020-10-14
Grand Princess,10/14/20,0,2020-10-14
Guam,10/14/20,0,2020-10-14
Hawaii,10/14/20,10,2020-10-14
Idaho,10/14/20,4,2020-10-14
Illinois,10/14/20,47,2020-10-14
Indiana,10/14/20,20,2020-10-14
Iowa,10/14/20,14,2020-10-14
Kansas,10/14/20,39,2020-10-14
Kentucky,10/14/20,7,2020-10-14
Louisiana,10/14/20,16,2020-10-14
Maine,10/14/20,0,2020-10-14
Maryland,10/14/20,10,2020-10-14
Massachusetts,10/14/20,17,2020-10-14
Michigan,10/14/20,13,2020-10-14
Minnesota,10/14/20,29,2020-10-14
Mississippi,10/14/20,25,2020-10-14
Missouri,10/14/20,105,2020-10-14
Montana,10/14/20,8,2020-10-14
Nebraska,10/14/20,3,2020-10-14
Nevada,10/14/20,17,2020-10-14
New Hampshire,10/14/20,2,2020-10-14
New Jersey,10/14/20,9,2020-10-14
New Mexico,10/14/20,3,2020-10-14
New York,10/14/20,10,2020-10-14
North Carolina,10/14/20,40,2020-10-14
North Dakota,10/14/20,8,2020-10-14
Northern Mariana Islands,10/14/20,0,2020-10-14
Ohio,10/14/20,19,2020-10-14
Oklahoma,10/14/20,13,2020-10-14
Oregon,10/14/20,3,2020-10-14
Pennsylvania,10/14/20,29,2020-10-14
Puerto Rico,10/14/20,4,2020-10-14
Rhode Island,10/14/20,2,2020-10-14
South Carolina,10/14/20,17,2020-10-14
South Dakota,10/14/20,3,2020-10-14
Tennessee,10/14/20,31,2020-10-14
Texas,10/14/20,104,2020-10-14
Utah,10/14/20,5,2020-10-14
Vermont,10/14/20,0,2020-10-14
Virgin Islands,10/14/20,0,2020-10-14
Virginia,10/14/20,9,2020-10-14
Washington,10/14/20,9,2020-10-14
West Virginia,10/14/20,3,2020-10-14
Wisconsin,10/14/20,24,2020-10-14
Wyoming,10/14/20,0,2020-10-14
Alabama,10/15/20,50,2020-10-15
Alaska,10/15/20,0,2020-10-15
American Samoa,10/15/20,0,2020-10-15
Arizona,10/15/20,17,2020-10-15
Arkansas,10/15/20,11,2020-10-15
California,10/15/20,90,2020-10-15
Colorado,10/15/20,2,2020-10-15
Connecticut,10/15/20,3,2020-10-15
Delaware,10/15/20,4,2020-10-15
Diamond Princess,10/15/20,0,2020-10-15
District of Columbia,10/15/20,0,2020-10-15
Florida,10/15/20,141,2020-10-15
Georgia,10/15/20,22,2020-10-15
Grand Princess,10/15/20,0,2020-10-15
Guam,10/15/20,1,2020-10-15
Hawaii,10/15/20,1,2020-10-15
Idaho,10/15/20,1,2020-10-15
Illinois,10/15/20,53,2020-10-15
Indiana,10/15/20,35,2020-10-15
Iowa,10/15/20,11,2020-10-15
Kansas,10/15/20,0,2020-10-15
Kentucky,10/15/20,20,2020-10-15
Louisiana,10/15/20,12,2020-10-15
Maine,10/15/20,1,2020-10-15
Maryland,10/15/20,6,2020-10-15
Massachusetts,10/15/20,25,2020-10-15
Michigan,10/15/20,34,2020-10-15
Minnesota,10/15/20,19,2020-10-15
Mississippi,10/15/20,12,2020-10-15
Missouri,10/15/20,68,2020-10-15
Montana,10/15/20,5,2020-10-15
Nebraska,10/15/20,5,2020-10-15
Nevada,10/15/20,7,2020-10-15
New Hampshire,10/15/20,5,2020-10-15
New Jersey,10/15/20,6,2020-10-15
New Mexico,10/15/20,1,2020-10-15
New York,10/15/20,23,2020-10-15
North Carolina,10/15/20,18,2020-10-15
North Dakota,10/15/20,5,2020-10-15
Northern Mariana Islands,10/15/20,0,2020-10-15
Ohio,10/15/20,25,2020-10-15
Oklahoma,10/15/20,11,2020-10-15
Oregon,10/15/20,3,2020-10-15
Pennsylvania,10/15/20,23,2020-10-15
Puerto Rico,10/15/20,1,2020-10-15
Rhode Island,10/15/20,2,2020-10-15
South Carolina,10/15/20,14,2020-10-15
South Dakota,10/15/20,13,2020-10-15
Tennessee,10/15/20,36,2020-10-15
Texas,10/15/20,94,2020-10-15
Utah,10/15/20,2,2020-10-15
Vermont,10/15/20,0,2020-10-15
Virgin Islands,10/15/20,1,2020-10-15
Virginia,10/15/20,7,2020-10-15
Washington,10/15/20,4,2020-10-15
West Virginia,10/15/20,2,2020-10-15
Wisconsin,10/15/20,29,2020-10-15
Wyoming,10/15/20,0,2020-10-15
Alabama,10/16/20,30,2020-10-16
Alaska,10/16/20,1,2020-10-16
American Samoa,10/16/20,0,2020-10-16
Arizona,10/16/20,17,2020-10-16
Arkansas,10/16/20,20,2020-10-16
California,10/16/20,88,2020-10-16
Colorado,10/16/20,10,2020-10-16
Connecticut,10/16/20,2,2020-10-16
Delaware,10/16/20,1,2020-10-16
Diamond Princess,10/16/20,0,2020-10-16
District of Columbia,10/16/20,3,2020-10-16
Florida,10/16/20,94,2020-10-16
Georgia,10/16/20,64,2020-10-16
Grand Princess,10/16/20,0,2020-10-16
Guam,10/16/20,1,2020-10-16
Hawaii,10/16/20,1,2020-10-16
Idaho,10/16/20,6,2020-10-16
Illinois,10/16/20,52,2020-10-16
Indiana,10/16/20,42,2020-10-16
Iowa,10/16/20,8,2020-10-16
Kansas,10/16/20,21,2020-10-16
Kentucky,10/16/20,4,2020-10-16
Louisiana,10/16/20,20,2020-10-16
Maine,10/16/20,1,2020-10-16
Maryland,10/16/20,4,2020-10-16
Massachusetts,10/16/20,30,2020-10-16
Michigan,10/16/20,15,2020-10-16
Minnesota,10/16/20,13,2020-10-16
Mississippi,10/16/20,8,2020-10-16
Missouri,10/16/20,18,2020-10-16
Montana,10/16/20,5,2020-10-16
Nebraska,10/16/20,12,2020-10-16
Nevada,10/16/20,9,2020-10-16
New Hampshire,10/16/20,2,2020-10-16
New Jersey,10/16/20,5,2020-10-16
New Mexico,10/16/20,6,2020-10-16
New York,10/16/20,9,2020-10-16
North Carolina,10/16/20,36,2020-10-16
North Dakota,10/16/20,18,2020-10-16
Northern Mariana Islands,10/16/20,0,2020-10-16
Ohio,10/16/20,26,2020-10-16
Oklahoma,10/16/20,11,2020-10-16
Oregon,10/16/20,6,2020-10-16
Pennsylvania,10/16/20,22,2020-10-16
Puerto Rico,10/16/20,15,2020-10-16
Rhode Island,10/16/20,2,2020-10-16
South Carolina,10/16/20,8,2020-10-16
South Dakota,10/16/20,3,2020-10-16
Tennessee,10/16/20,7,2020-10-16
Texas,10/16/20,95,2020-10-16
Utah,10/16/20,8,2020-10-16
Vermont,10/16/20,0,2020-10-16
Virgin Islands,10/16/20,0,2020-10-16
Virginia,10/16/20,20,2020-10-16
Washington,10/16/20,5,2020-10-16
West Virginia,10/16/20,3,2020-10-16
Wisconsin,10/16/20,36,2020-10-16
Wyoming,10/16/20,0,2020-10-16
Alabama,10/17/20,2,2020-10-17
Alaska,10/17/20,1,2020-10-17
American Samoa,10/17/20,0,2020-10-17
Arizona,10/17/20,18,2020-10-17
Arkansas,10/17/20,19,2020-10-17
California,10/17/20,95,2020-10-17
Colorado,10/17/20,4,2020-10-17
Connecticut,10/17/20,0,2020-10-17
Delaware,10/17/20,3,2020-10-17
Diamond Princess,10/17/20,0,2020-10-17
District of Columbia,10/17/20,0,2020-10-17
Florida,10/17/20,87,2020-10-17
Georgia,10/17/20,51,2020-10-17
Grand Princess,10/17/20,0,2020-10-17
Guam,10/17/20,0,2020-10-17
Hawaii,10/17/20,1,2020-10-17
Idaho,10/17/20,6,2020-10-17
Illinois,10/17/20,27,2020-10-17
Indiana,10/17/20,24,2020-10-17
Iowa,10/17/20,4,2020-10-17
Kansas,10/17/20,0,2020-10-17
Kentucky,10/17/20,12,2020-10-17
Louisiana,10/17/20,0,2020-10-17
Maine,10/17/20,1,2020-10-17
Maryland,10/17/20,4,2020-10-17
Massachusetts,10/17/20,21,2020-10-17
Michigan,10/17/20,23,2020-10-17
Minnesota,10/17/20,5,2020-10-17
Mississippi,10/17/20,11,2020-10-17
Missouri,10/17/20,103,2020-10-17
Montana,10/17/20,4,2020-10-17
Nebraska,10/17/20,0,2020-10-17
Nevada,10/17/20,0,2020-10-17
New Hampshire,10/17/20,1,2020-10-17
New Jersey,10/17/20,2,2020-10-17
New Mexico,10/17/20,1,2020-10-17
New York,10/17/20,14,2020-10-17
North Carolina,10/17/20,19,2020-10-17
North Dakota,10/17/20,11,2020-10-17
Northern Mariana Islands,10/17/20,0,2020-10-17
Ohio,10/17/20,34,2020-10-17
Oklahoma,10/17/20,8,2020-10-17
Oregon,10/17/20,2,2020-10-17
Pennsylvania,10/17/20,9,2020-10-17
Puerto Rico,10/17/20,3,2020-10-17
Rhode Island,10/17/20,2,2020-10-17
South Carolina,10/17/20,22,2020-10-17
South Dakota,10/17/20,8,2020-10-17
Tennessee,10/17/20,32,2020-10-17
Texas,10/17/20,70,2020-10-17
Utah,10/17/20,3,2020-10-17
Vermont,10/17/20,0,2020-10-17
Virgin Islands,10/17/20,0,2020-10-17
Virginia,10/17/20,14,2020-10-17
Washington,10/17/20,6,2020-10-17
West Virginia,10/17/20,3,2020-10-17
Wisconsin,10/17/20,30,2020-10-17
Wyoming,10/17/20,0,2020-10-17
Alabama,10/18/20,0,2020-10-18
Alaska,10/18/20,0,2020-10-18
American Samoa,10/18/20,0,2020-10-18
Arizona,10/18/20,3,2020-10-18
Arkansas,10/18/20,20,2020-10-18
California,10/18/20,5,2020-10-18
Colorado,10/18/20,0,2020-10-18
Connecticut,10/18/20,0,2020-10-18
Delaware,10/18/20,2,2020-10-18
Diamond Princess,10/18/20,0,2020-10-18
District of Columbia,10/18/20,0,2020-10-18
Florida,10/18/20,50,2020-10-18
Georgia,10/18/20,31,2020-10-18
Grand Princess,10/18/20,0,2020-10-18
Guam,10/18/20,3,2020-10-18
Hawaii,10/18/20,1,2020-10-18
Idaho,10/18/20,1,2020-10-18
Illinois,10/18/20,22,2020-10-18
Indiana,10/18/20,30,2020-10-18
Iowa,10/18/20,4,2020-10-18
Kansas,10/18/20,0,2020-10-18
Kentucky,10/18/20,6,2020-10-18
Louisiana,10/18/20,23,2020-10-18
Maine,10/18/20,0,2020-10-18
Maryland,10/18/20,1,2020-10-18
Massachusetts,10/18/20,14,2020-10-18
Michigan,10/18/20,0,2020-10-18
Minnesota,10/18/20,17,2020-10-18
Mississippi,10/18/20,0,2020-10-18
Missouri,10/18/20,14,2020-10-18
Montana,10/18/20,2,2020-10-18
Nebraska,10/18/20,1,2020-10-18
Nevada,10/18/20,3,2020-10-18
New Hampshire,10/18/20,0,2020-10-18
New Jersey,10/18/20,7,2020-10-18
New Mexico,10/18/20,5,2020-10-18
New York,10/18/20,13,2020-10-18
North Carolina,10/18/20,5,2020-10-18
North Dakota,10/18/20,5,2020-10-18
Northern Mariana Islands,10/18/20,0,2020-10-18
Ohio,10/18/20,27,2020-10-18
Oklahoma,10/18/20,9,2020-10-18
Oregon,10/18/20,1,2020-10-18
Pennsylvania,10/18/20,23,2020-10-18
Puerto Rico,10/18/20,5,2020-10-18
Rhode Island,10/18/20,2,2020-10-18
South Carolina,10/18/20,13,2020-10-18
South Dakota,10/18/20,8,2020-10-18
Tennessee,10/18/20,6,2020-10-18
Texas,10/18/20,30,2020-10-18
Utah,10/18/20,3,2020-10-18
Vermont,10/18/20,0,2020-10-18
Virgin Islands,10/18/20,0,2020-10-18
Virginia,10/18/20,11,2020-10-18
Washington,10/18/20,10,2020-10-18
West Virginia,10/18/20,1,2020-10-18
Wisconsin,10/18/20,38,2020-10-18
Wyoming,10/18/20,0,2020-10-18
Alabama,10/19/20,1,2020-10-19
Alaska,10/19/20,0,2020-10-19
American Samoa,10/19/20,0,2020-10-19
Arizona,10/19/20,3,2020-10-19
Arkansas,10/19/20,10,2020-10-19
California,10/19/20,15,2020-10-19
Colorado,10/19/20,4,2020-10-19
Connecticut,10/19/20,12,2020-10-19
Delaware,10/19/20,4,2020-10-19
Diamond Princess,10/19/20,0,2020-10-19
District of Columbia,10/19/20,0,2020-10-19
Florida,10/19/20,54,2020-10-19
Georgia,10/19/20,19,2020-10-19
Grand Princess,10/19/20,0,2020-10-19
Guam,10/19/20,0,2020-10-19
Hawaii,10/19/20,0,2020-10-19
Idaho,10/19/20,3,2020-10-19
Illinois,10/19/20,22,2020-10-19
Indiana,10/19/20,20,2020-10-19
Iowa,10/19/20,16,2020-10-19
Kansas,10/19/20,13,2020-10-19
Kentucky,10/19/20,8,2020-10-19
Louisiana,10/19/20,16,2020-10-19
Maine,10/19/20,0,2020-10-19
Maryland,10/19/20,4,2020-10-19
Massachusetts,10/19/20,16,2020-10-19
Michigan,10/19/20,23,2020-10-19
Minnesota,10/19/20,5,2020-10-19
Mississippi,10/19/20,0,2020-10-19
Missouri,10/19/20,8,2020-10-19
Montana,10/19/20,0,2020-10-19
Nebraska,10/19/20,6,2020-10-19
Nevada,10/19/20,2,2020-10-19
New Hampshire,10/19/20,2,2020-10-19
New Jersey,10/19/20,3,2020-10-19
New Mexico,10/19/20,1,2020-10-19
New York,10/19/20,16,2020-10-19
North Carolina,10/19/20,5,2020-10-19
North Dakota,10/19/20,4,2020-10-19
Northern Mariana Islands,10/19/20,0,2020-10-19
Ohio,10/19/20,29,2020-10-19
Oklahoma,10/19/20,2,2020-10-19
Oregon,10/19/20,7,2020-10-19
Pennsylvania,10/19/20,10,2020-10-19
Puerto Rico,10/19/20,2,2020-10-19
Rhode Island,10/19/20,1,2020-10-19
South Carolina,10/19/20,11,2020-10-19
South Dakota,10/19/20,0,2020-10-19
Tennessee,10/19/20,13,2020-10-19
Texas,10/19/20,24,2020-10-19
Utah,10/19/20,3,2020-10-19
Vermont,10/19/20,0,2020-10-19
Virgin Islands,10/19/20,0,2020-10-19
Virginia,10/19/20,24,2020-10-19
Washington,10/19/20,10,2020-10-19
West Virginia,10/19/20,0,2020-10-19
Wisconsin,10/19/20,39,2020-10-19
Wyoming,10/19/20,0,2020-10-19
Alabama,10/20/20,16,2020-10-20
Alaska,10/20/20,0,2020-10-20
American Samoa,10/20/20,0,2020-10-20
Arizona,10/20/20,7,2020-10-20
Arkansas,10/20/20,14,2020-10-20
California,10/20/20,84,2020-10-20
Colorado,10/20/20,2,2020-10-20
Connecticut,10/20/20,5,2020-10-20
Delaware,10/20/20,3,2020-10-20
Diamond Princess,10/20/20,0,2020-10-20
District of Columbia,10/20/20,1,2020-10-20
Florida,10/20/20,84,2020-10-20
Georgia,10/20/20,17,2020-10-20
Grand Princess,10/20/20,0,2020-10-20
Guam,10/20/20,1,2020-10-20
Hawaii,10/20/20,2,2020-10-20
Idaho,10/20/20,4,2020-10-20
Illinois,10/20/20,41,2020-10-20
Indiana,10/20/20,36,2020-10-20
Iowa,10/20/20,28,2020-10-20
Kansas,10/20/20,24,2020-10-20
Kentucky,10/20/20,16,2020-10-20
Louisiana,10/20/20,6,2020-10-20
Maine,10/20/20,0,2020-10-20
Maryland,10/20/20,9,2020-10-20
Massachusetts,10/20/20,5,2020-10-20
Michigan,10/20/20,20,2020-10-20
Minnesota,10/20/20,7,2020-10-20
Mississippi,10/20/20,31,2020-10-20
Missouri,10/20/20,26,2020-10-20
Montana,10/20/20,11,2020-10-20
Nebraska,10/20/20,11,2020-10-20
Nevada,10/20/20,15,2020-10-20
New Hampshire,10/20/20,0,2020-10-20
New Jersey,10/20/20,13,2020-10-20
New Mexico,10/20/20,7,2020-10-20
New York,10/20/20,7,2020-10-20
North Carolina,10/20/20,53,2020-10-20
North Dakota,10/20/20,4,2020-10-20
Northern Mariana Islands,10/20/20,0,2020-10-20
Ohio,10/20/20,26,2020-10-20
Oklahoma,10/20/20,18,2020-10-20
Oregon,10/20/20,6,2020-10-20
Pennsylvania,10/20/20,41,2020-10-20
Puerto Rico,10/20/20,1,2020-10-20
Rhode Island,10/20/20,4,2020-10-20
South Carolina,10/20/20,35,2020-10-20
South Dakota,10/20/20,7,2020-10-20
Tennessee,10/20/20,30,2020-10-20
Texas,10/20/20,74,2020-10-20
Utah,10/20/20,5,2020-10-20
Vermont,10/20/20,0,2020-10-20
Virgin Islands,10/20/20,0,2020-10-20
Virginia,10/20/20,28,2020-10-20
Washington,10/20/20,6,2020-10-20
West Virginia,10/20/20,9,2020-10-20
Wisconsin,10/20/20,33,2020-10-20
Wyoming,10/20/20,4,2020-10-20
Alabama,10/21/20,23,2020-10-21
Alaska,10/21/20,1,2020-10-21
American Samoa,10/21/20,0,2020-10-21
Arizona,10/21/20,17,2020-10-21
Arkansas,10/21/20,23,2020-10-21
California,10/21/20,136,2020-10-21
Colorado,10/21/20,12,2020-10-21
Connecticut,10/21/20,8,2020-10-21
Delaware,10/21/20,2,2020-10-21
Diamond Princess,10/21/20,0,2020-10-21
District of Columbia,10/21/20,0,2020-10-21
Florida,10/21/20,105,2020-10-21
Georgia,10/21/20,30,2020-10-21
Grand Princess,10/21/20,0,2020-10-21
Guam,10/21/20,2,2020-10-21
Hawaii,10/21/20,14,2020-10-21
Idaho,10/21/20,11,2020-10-21
Illinois,10/21/20,68,2020-10-21
Indiana,10/21/20,33,2020-10-21
Iowa,10/21/20,18,2020-10-21
Kansas,10/21/20,57,2020-10-21
Kentucky,10/21/20,21,2020-10-21
Louisiana,10/21/20,12,2020-10-21
Maine,10/21/20,0,2020-10-21
Maryland,10/21/20,8,2020-10-21
Massachusetts,10/21/20,22,2020-10-21
Michigan,10/21/20,35,2020-10-21
Minnesota,10/21/20,35,2020-10-21
Mississippi,10/21/20,21,2020-10-21
Missouri,10/21/20,27,2020-10-21
Montana,10/21/20,23,2020-10-21
Nebraska,10/21/20,11,2020-10-21
Nevada,10/21/20,5,2020-10-21
New Hampshire,10/21/20,1,2020-10-21
New Jersey,10/21/20,18,2020-10-21
New Mexico,10/21/20,8,2020-10-21
New York,10/21/20,8,2020-10-21
North Carolina,10/21/20,40,2020-10-21
North Dakota,10/21/20,10,2020-10-21
Northern Mariana Islands,10/21/20,0,2020-10-21
Ohio,10/21/20,37,2020-10-21
Oklahoma,10/21/20,19,2020-10-21
Oregon,10/21/20,2,2020-10-21
Pennsylvania,10/21/20,28,2020-10-21
Puerto Rico,10/21/20,5,2020-10-21
Rhode Island,10/21/20,3,2020-10-21
South Carolina,10/21/20,12,2020-10-21
South Dakota,10/21/20,3,2020-10-21
Tennessee,10/21/20,18,2020-10-21
Texas,10/21/20,93,2020-10-21
Utah,10/21/20,6,2020-10-21
Vermont,10/21/20,0,2020-10-21
Virgin Islands,10/21/20,0,2020-10-21
Virginia,10/21/20,30,2020-10-21
Washington,10/21/20,11,2020-10-21
West Virginia,10/21/20,3,2020-10-21
Wisconsin,10/21/20,39,2020-10-21
Wyoming,10/21/20,0,2020-10-21
Alabama,10/22/20,15,2020-10-22
Alaska,10/22/20,0,2020-10-22
American Samoa,10/22/20,0,2020-10-22
Arizona,10/22/20,5,2020-10-22
Arkansas,10/22/20,21,2020-10-22
California,10/22/20,60,2020-10-22
Colorado,10/22/20,4,2020-10-22
Connecticut,10/22/20,2,2020-10-22
Delaware,10/22/20,4,2020-10-22
Diamond Princess,10/22/20,0,2020-10-22
District of Columbia,10/22/20,0,2020-10-22
Florida,10/22/20,57,2020-10-22
Georgia,10/22/20,25,2020-10-22
Grand Princess,10/22/20,0,2020-10-22
Guam,10/22/20,0,2020-10-22
Hawaii,10/22/20,3,2020-10-22
Idaho,10/22/20,7,2020-10-22
Illinois,10/22/20,42,2020-10-22
Indiana,10/22/20,36,2020-10-22
Iowa,10/22/20,7,2020-10-22
Kansas,10/22/20,1,2020-10-22
Kentucky,10/22/20,17,2020-10-22
Louisiana,10/22/20,15,2020-10-22
Maine,10/22/20,0,2020-10-22
Maryland,10/22/20,12,2020-10-22
Massachusetts,10/22/20,30,2020-10-22
Michigan,10/22/20,46,2020-10-22
Minnesota,10/22/20,20,2020-10-22
Mississippi,10/22/20,8,2020-10-22
Missouri,10/22/20,16,2020-10-22
Montana,10/22/20,3,2020-10-22
Nebraska,10/22/20,11,2020-10-22
Nevada,10/22/20,4,2020-10-22
New Hampshire,10/22/20,1,2020-10-22
New Jersey,10/22/20,18,2020-10-22
New Mexico,10/22/20,3,2020-10-22
New York,10/22/20,23,2020-10-22
North Carolina,10/22/20,50,2020-10-22
North Dakota,10/22/20,9,2020-10-22
Northern Mariana Islands,10/22/20,0,2020-10-22
Ohio,10/22/20,34,2020-10-22
Oklahoma,10/22/20,11,2020-10-22
Oregon,10/22/20,0,2020-10-22
Pennsylvania,10/22/20,28,2020-10-22
Puerto Rico,10/22/20,9,2020-10-22
Rhode Island,10/22/20,3,2020-10-22
South Carolina,10/22/20,47,2020-10-22
South Dakota,10/22/20,14,2020-10-22
Tennessee,10/22/20,41,2020-10-22
Texas,10/22/20,17,2020-10-22
Utah,10/22/20,6,2020-10-22
Vermont,10/22/20,0,2020-10-22
Virgin Islands,10/22/20,0,2020-10-22
Virginia,10/22/20,9,2020-10-22
Washington,10/22/20,11,2020-10-22
West Virginia,10/22/20,6,2020-10-22
Wisconsin,10/22/20,41,2020-10-22
Wyoming,10/22/20,7,2020-10-22
Alabama,10/23/20,16,2020-10-23
Alaska,10/23/20,0,2020-10-23
American Samoa,10/23/20,0,2020-10-23
Arizona,10/23/20,6,2020-10-23
Arkansas,10/23/20,10,2020-10-23
California,10/23/20,41,2020-10-23
Colorado,10/23/20,13,2020-10-23
Connecticut,10/23/20,8,2020-10-23
Delaware,10/23/20,4,2020-10-23
Diamond Princess,10/23/20,0,2020-10-23
District of Columbia,10/23/20,0,2020-10-23
Florida,10/23/20,73,2020-10-23
Georgia,10/23/20,37,2020-10-23
Grand Princess,10/23/20,0,2020-10-23
Guam,10/23/20,0,2020-10-23
Hawaii,10/23/20,3,2020-10-23
Idaho,10/23/20,9,2020-10-23
Illinois,10/23/20,41,2020-10-23
Indiana,10/23/20,29,2020-10-23
Iowa,10/23/20,28,2020-10-23
Kansas,10/23/20,23,2020-10-23
Kentucky,10/23/20,16,2020-10-23
Louisiana,10/23/20,21,2020-10-23
Maine,10/23/20,0,2020-10-23
Maryland,10/23/20,8,2020-10-23
Massachusetts,10/23/20,20,2020-10-23
Michigan,10/23/20,20,2020-10-23
Minnesota,10/23/20,13,2020-10-23
Mississippi,10/23/20,7,2020-10-23
Missouri,10/23/20,32,2020-10-23
Montana,10/23/20,4,2020-10-23
Nebraska,10/23/20,4,2020-10-23
Nevada,10/23/20,2,2020-10-23
New Hampshire,10/23/20,1,2020-10-23
New Jersey,10/23/20,10,2020-10-23
New Mexico,10/23/20,7,2020-10-23
New York,10/23/20,11,2020-10-23
North Carolina,10/23/20,32,2020-10-23
North Dakota,10/23/20,9,2020-10-23
Northern Mariana Islands,10/23/20,0,2020-10-23
Ohio,10/23/20,34,2020-10-23
Oklahoma,10/23/20,13,2020-10-23
Oregon,10/23/20,14,2020-10-23
Pennsylvania,10/23/20,32,2020-10-23
Puerto Rico,10/23/20,8,2020-10-23
Rhode Island,10/23/20,3,2020-10-23
South Carolina,10/23/20,22,2020-10-23
South Dakota,10/23/20,9,2020-10-23
Tennessee,10/23/20,65,2020-10-23
Texas,10/23/20,116,2020-10-23
Utah,10/23/20,4,2020-10-23
Vermont,10/23/20,0,2020-10-23
Virgin Islands,10/23/20,0,2020-10-23
Virginia,10/23/20,15,2020-10-23
Washington,10/23/20,7,2020-10-23
West Virginia,10/23/20,4,2020-10-23
Wisconsin,10/23/20,46,2020-10-23
Wyoming,10/23/20,0,2020-10-23
Alabama,10/24/20,7,2020-10-24
Alaska,10/24/20,0,2020-10-24
American Samoa,10/24/20,0,2020-10-24
Arizona,10/24/20,4,2020-10-24
Arkansas,10/24/20,15,2020-10-24
California,10/24/20,48,2020-10-24
Colorado,10/24/20,7,2020-10-24
Connecticut,10/24/20,0,2020-10-24
Delaware,10/24/20,4,2020-10-24
Diamond Princess,10/24/20,0,2020-10-24
District of Columbia,10/24/20,0,2020-10-24
Florida,10/24/20,77,2020-10-24
Georgia,10/24/20,42,2020-10-24
Grand Princess,10/24/20,0,2020-10-24
Guam,10/24/20,2,2020-10-24
Hawaii,10/24/20,3,2020-10-24
Idaho,10/24/20,10,2020-10-24
Illinois,10/24/20,63,2020-10-24
Indiana,10/24/20,25,2020-10-24
Iowa,10/24/20,5,2020-10-24
Kansas,10/24/20,0,2020-10-24
Kentucky,10/24/20,8,2020-10-24
Louisiana,10/24/20,0,2020-10-24
Maine,10/24/20,0,2020-10-24
Maryland,10/24/20,13,2020-10-24
Massachusetts,10/24/20,9,2020-10-24
Michigan,10/24/20,38,2020-10-24
Minnesota,10/24/20,14,2020-10-24
Mississippi,10/24/20,17,2020-10-24
Missouri,10/24/20,109,2020-10-24
Montana,10/24/20,12,2020-10-24
Nebraska,10/24/20,4,2020-10-24
Nevada,10/24/20,5,2020-10-24
New Hampshire,10/24/20,2,2020-10-24
New Jersey,10/24/20,8,2020-10-24
New Mexico,10/24/20,5,2020-10-24
New York,10/24/20,9,2020-10-24
North Carolina,10/24/20,30,2020-10-24
North Dakota,10/24/20,8,2020-10-24
Northern Mariana Islands,10/24/20,0,2020-10-24
Ohio,10/24/20,33,2020-10-24
Oklahoma,10/24/20,11,2020-10-24
Oregon,10/24/20,4,2020-10-24
Pennsylvania,10/24/20,28,2020-10-24
Puerto Rico,10/24/20,3,2020-10-24
Rhode Island,10/24/20,1,2020-10-24
South Carolina,10/24/20,16,2020-10-24
South Dakota,10/24/20,10,2020-10-24
Tennessee,10/24/20,24,2020-10-24
Texas,10/24/20,137,2020-10-24
Utah,10/24/20,1,2020-10-24
Vermont,10/24/20,0,2020-10-24
Virgin Islands,10/24/20,0,2020-10-24
Virginia,10/24/20,39,2020-10-24
Washington,10/24/20,11,2020-10-24
West Virginia,10/24/20,0,2020-10-24
Wisconsin,10/24/20,42,2020-10-24
Wyoming,10/24/20,0,2020-10-24
Alabama,10/25/20,0,2020-10-25
Alaska,10/25/20,0,2020-10-25
American Samoa,10/25/20,0,2020-10-25
Arizona,10/25/20,5,2020-10-25
Arkansas,10/25/20,15,2020-10-25
California,10/25/20,14,2020-10-25
Colorado,10/25/20,5,2020-10-25
Connecticut,10/25/20,0,2020-10-25
Delaware,10/25/20,7,2020-10-25
Diamond Princess,10/25/20,0,2020-10-25
District of Columbia,10/25/20,0,2020-10-25
Florida,10/25/20,12,2020-10-25
Georgia,10/25/20,1,2020-10-25
Grand Princess,10/25/20,0,2020-10-25
Guam,10/25/20,0,2020-10-25
Hawaii,10/25/20,0,2020-10-25
Idaho,10/25/20,1,2020-10-25
Illinois,10/25/20,24,2020-10-25
Indiana,10/25/20,30,2020-10-25
Iowa,10/25/20,1,2020-10-25
Kansas,10/25/20,0,2020-10-25
Kentucky,10/25/20,3,2020-10-25
Louisiana,10/25/20,17,2020-10-25
Maine,10/25/20,0,2020-10-25
Maryland,10/25/20,5,2020-10-25
